System	NodeID	SpeciesID	StageID	Stage	SpeciesID.StageID	WorkingName	OrganismalGroup	NodeType	Resolution	ResolutionNotes	Feeding	Lifestyle(stage)	Lifestyle(species)	ConsumerStrategy(stage)	HabitatAffiliation	Mobility	Residency	NativeStatus	BodySize(g)	BodySizeSD	BodySizeN	BodySizeEstimation	BodySizeNotes	Abundance(no./ha)	Abundance95%CL	AbundanceDF	Biomass(kg/ha)	Biomass95%CL	BiomassDF	BiomassEstimation	BiomassNotes	Kingdom	Phylum	Subphylum	Superclass	Class	Subclass	Order	Suborder	Infraorder	Superfamily	Family	Genus	SpecificEpithet	NodeNotes
BSQ	366	246	3	cercaria	246.3	Himasthla B	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			4.19069e-6		8	species	volumetric				0.0045641			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	B	
CSM	366	246	3	cercaria	246.3	Himasthla B	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			4.19069e-6		8	species	volumetric				0.0074175			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	B	
EPB	366	246	3	cercaria	246.3	Himasthla B	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			4.19069e-6		8	species	volumetric				0.0018266			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	B	
BSQ	367	247	3	cercaria	247.3	Hysterolecitha trilocalis	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate											0.0015573			approximation, quantified ratio	average relationship between cercarial production and parthenital mass from Kuris et al 2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae	Hysterolecitha	trilocalis	
CSM	367	247	3	cercaria	247.3	Hysterolecitha trilocalis	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate											0.0011864			approximation, quantified ratio	average relationship between cercarial production and parthenital mass from Kuris et al 2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae	Hysterolecitha	trilocalis	
EPB	367	247	3	cercaria	247.3	Hysterolecitha trilocalis	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate											6.1913e-5			approximation, quantified ratio	average relationship between cercarial production and parthenital mass from Kuris et al 2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae	Hysterolecitha	trilocalis	
BSQ	368	248	3	cercaria	248.3	Lecisthaster sp.	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea					Lecisthasteridae	Lecisthaster	sp.	Probably L. minimus
EPB	368	248	3	cercaria	248.3	Lecisthaster sp.	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea					Lecisthasteridae	Lecisthaster	sp.	Probably L. minimus
BSQ	369	250	3	cercaria	250.3	Renicola sp.	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			4.95303e-7		74	species	volumetric				4.2929e-5			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	sp.	
CSM	369	250	3	cercaria	250.3	Renicola sp.	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			4.95303e-7		74	species	volumetric				1.7121e-5			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	sp.	
EPB	369	250	3	cercaria	250.3	Renicola sp.	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			4.95303e-7		74	species	volumetric				0.0002945			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	sp.	
CSM	370	251	3	cercaria	251.3	mc aorta	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae			
EPB	371	252	3	cercaria	252.3	mc oval (u+i)	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae			
EPB	372	253	3	cercaria	253.3	mc oval jelly	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea								
BSQ	373	254	3	cercaria	254.3	mc sphere	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae			
CSM	374	255	3	cercaria	255.3	mc unk acteo	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea								
BSQ	375	256	3	cercaria	256.3	mc unk Bittium	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea								
BSQ	376	257	3	cercaria	257.3	mc unk lg-cirriformia	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea								
EPB	377	258	3	cercaria	258.3	mc unk neo	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea								
BSQ	378	259	3	cercaria	259.3	mc unk pericaridean	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea								
EPB	378	259	3	cercaria	259.3	mc unk pericaridean	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea								
BSQ	379	260	3	cercaria	260.3	mc unk poly	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea								
EPB	379	260	3	cercaria	260.3	mc unk poly	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea								
EPB	380	261	3	cercaria	261.3	mc unk-tagelus epb	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea								
BSQ	381	262	3	cercaria	262.3	mc vs	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea								
BSQ	382	263	3	cercaria	263.3	mega het	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea								
EPB	383	264	3	cercaria	264.3	Acanthoparyphium	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Acanthoparyphium		
BSQ	384	265	3	cercaria	265.3	Mesostephanus appendiculatus	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			6.28224e-7			species	volumetric; literature (Martin 1961)				0.0021656			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae	Mesostephanus	appendiculatus	
CSM	384	265	3	cercaria	265.3	Mesostephanus appendiculatus	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			6.28224e-7			species	volumetric; literature (Martin 1961)				1.4982e-5			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae	Mesostephanus	appendiculatus	
EPB	384	265	3	cercaria	265.3	Mesostephanus appendiculatus	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			6.28224e-7			species	volumetric; literature (Martin 1961)				9.9173e-5			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae	Mesostephanus	appendiculatus	
BSQ	385	266	3	cercaria	266.3	Parorchis acanthus	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			2.35884e-6		8	species	volumetric				0.0002412			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Parorchis	acanthus	
CSM	385	266	3	cercaria	266.3	Parorchis acanthus	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			2.35884e-6		8	species	volumetric				0.0001898			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Parorchis	acanthus	
EPB	385	266	3	cercaria	266.3	Parorchis acanthus	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			2.35884e-6		8	species	volumetric				0.0036344			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Parorchis	acanthus	
CSM	386	267	3	cercaria	267.3	Parvatrema sp.	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			8.27374e-7			approximation	equal mcerc/2									Animalia	Platyhelminthes			Trematoda	Digenea					Gymnophallidae	Parvatrema	sp.	
EPB	386	267	3	cercaria	267.3	Parvatrema sp.	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			8.27374e-7			approximation	equal mcerc/2									Animalia	Platyhelminthes			Trematoda	Digenea					Gymnophallidae	Parvatrema	sp.	
BSQ	387	268	3	cercaria	268.3	Phocitremoides ovale	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			2.97306e-7			species	volumetric; literature (Martin 1950)				5.3569e-5			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Phocitremoides	ovale	
CSM	387	268	3	cercaria	268.3	Phocitremoides ovale	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			2.97306e-7			species	volumetric; literature (Martin 1950)				1.8263e-5			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Phocitremoides	ovale	
EPB	387	268	3	cercaria	268.3	Phocitremoides ovale	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			2.97306e-7			species	volumetric; literature (Martin 1950)				0.0003606			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Phocitremoides	ovale	
BSQ	388	269	3	cercaria	269.3	Probolocoryphe species A	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			1.47727e-7			species	volumetric; literature (Sarkisian 1957)				0.0002796			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Probolocoryphe	species A	
CSM	388	269	3	cercaria	269.3	Probolocoryphe species A	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			1.47727e-7			species	volumetric; literature (Sarkisian 1957)				6.2268e-5			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Probolocoryphe	species A	
EPB	388	269	3	cercaria	269.3	Probolocoryphe species A	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			1.47727e-7			species	volumetric; literature (Sarkisian 1957)				0.0028969			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Probolocoryphe	species A	
EPB	389	270	3	cercaria	270.3	Probolocoryphe species B	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Probolocoryphe	species B	
BSQ	390	271	3	cercaria	271.3	Pygidiopsoides spindalis	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			5.30825e-8			species	volumetric; literature (Martin 1964)				0.0001831			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Pygidiopsoides	spindalis	
CSM	390	271	3	cercaria	271.3	Pygidiopsoides spindalis	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			5.30825e-8			species	volumetric; literature (Martin 1964)				7.2616e-5			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Pygidiopsoides	spindalis	
EPB	390	271	3	cercaria	271.3	Pygidiopsoides spindalis	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			5.30825e-8			species	volumetric; literature (Martin 1964)				0.0007726			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Pygidiopsoides	spindalis	
BSQ	391	272	3	cercaria	272.3	Renicola buchanani	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			1.35885e-6			species	volumetric; literature (Martin & Gregory 1951)				0.0001383			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	buchanani	
CSM	391	272	3	cercaria	272.3	Renicola buchanani	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			1.35885e-6			species	volumetric; literature (Martin & Gregory 1951)				0.0001878			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	buchanani	
EPB	391	272	3	cercaria	272.3	Renicola buchanani	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			1.35885e-6			species	volumetric; literature (Martin & Gregory 1951)				0.0006668			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	buchanani	
BSQ	392	273	3	cercaria	273.3	Renicola cerithidicola	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			9.23822e-8			species	volumetric; literature (Martin 1971)				3.6878e-6			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	cerithidicola	
CSM	392	273	3	cercaria	273.3	Renicola cerithidicola	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			9.23822e-8			species	volumetric; literature (Martin 1971)				1.0769e-7			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	cerithidicola	
EPB	392	273	3	cercaria	273.3	Renicola cerithidicola	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			9.23822e-8			species	volumetric; literature (Martin 1971)				0.0000464			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	cerithidicola	
BSQ	393	274	3	cercaria	274.3	renic	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			9.23822e-8			approximation	set equal to renc									Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae			
CSM	393	274	3	cercaria	274.3	renic	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			9.23822e-8			approximation	set equal to renc									Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae			
EPB	393	274	3	cercaria	274.3	renic	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			9.23822e-8			approximation	set equal to renc									Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae			
BSQ	394	275	3	cercaria	275.3	small cyathocotylid	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			2.59364e-7		4	species	volumetric				0.0045457			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae			
CSM	394	275	3	cercaria	275.3	small cyathocotylid	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			2.59364e-7		4	species	volumetric				0.0003259			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae			
EPB	394	275	3	cercaria	275.3	small cyathocotylid	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			2.59364e-7		4	species	volumetric				0.007115			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae			
BSQ	395	276	3	cercaria	276.3	Maritrema sp.	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			1.07037e-7		4	species	volumetric				2.8826e-5			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Maritrema	sp.	
CSM	395	276	3	cercaria	276.3	Maritrema sp.	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			1.07037e-7		4	species	volumetric									Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Maritrema	sp.	
EPB	395	276	3	cercaria	276.3	Maritrema sp.	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			1.07037e-7		4	species	volumetric									Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Maritrema	sp.	
BSQ	396	277	3	cercaria	277.3	Stictodora hancocki	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			6.27785e-7			species	volumetric; literature (Martin 1950)				0.0096112			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Stictodora	hancocki	
CSM	396	277	3	cercaria	277.3	Stictodora hancocki	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			6.27785e-7			species	volumetric; literature (Martin 1950)				0.0018052			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Stictodora	hancocki	
EPB	396	277	3	cercaria	277.3	Stictodora hancocki	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			6.27785e-7			species	volumetric; literature (Martin 1950)				0.0076411			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Stictodora	hancocki	
EPB	397	282	3	cercaria	282.3	Lepocreadium	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate			3.32525e-7			approximation	set equal to aust									Animalia	Platyhelminthes			Trematoda	Digenea					Lepocreadiidae	Lepocreadium		
EPB	398	278	3	cercaria	278.3	Tubulovesicula	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae	Tubulovesicula		
BSQ	399	279	3	cercaria	279.3	unk a/sm meso	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae			
CSM	399	279	3	cercaria	279.3	unk a/sm meso	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae			
CSM	400	280	3	cercaria	280.3	unk c	trematode	life stage	Species		nonfeeding	free-living	infectious	nonfeeding		intermediate																Animalia	Platyhelminthes			Trematoda	Digenea								
BSQ	401	237	4	metacercaria	237.4	Catatropis johnstoni	trematode	life stage	Species		nonfeeding	commensal	infectious	nonfeeding					0.0000012		26	species	volumetric; literature (Martin 1956)				0.0017839			approximation, quantified ratio	applied relative abundance of bsq cercs compared to csm cercs)	Animalia	Platyhelminthes			Trematoda	Digenea					Notocotylidae	Catatropis	johnstoni	
CSM	401	237	4	metacercaria	237.4	Catatropis johnstoni	trematode	life stage	Species		nonfeeding	commensal	infectious	nonfeeding					0.0000012		26	species	volumetric; literature (Martin 1956)	83815.75	192545.388	4.00495614	0.0001006	0.00023105	4.00495614	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Notocotylidae	Catatropis	johnstoni	
EPB	401	237	4	metacercaria	237.4	Catatropis johnstoni	trematode	life stage	Species		nonfeeding	commensal	infectious	nonfeeding					0.0000012		26	species	volumetric; literature (Martin 1956)				0.0005621			approximation, quantified ratio	applied relative abundance of epb cercs compared to csm cercs)	Animalia	Platyhelminthes			Trematoda	Digenea					Notocotylidae	Catatropis	johnstoni	
BSQ	402	238	4	metacercaria	238.4	Cloacitrema michiganiensis	trematode	life stage	Species		nonfeeding	commensal	infectious	nonfeeding					0.0000157		3	approximation	volumetric; species indistinguished from confamilial, PARO				0.0163147			approximation, quantified ratio	applied relative abundance of bsq cercs compared to epb cercs)	Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Cloacitrema	michiganiensis	
CSM	402	238	4	metacercaria	238.4	Cloacitrema michiganiensis	trematode	life stage	Species		nonfeeding	commensal	infectious	nonfeeding					0.0000157		3	approximation	volumetric; species indistinguished from confamilial, PARO	1068698.00	7.91129e-6	7	0.0175	1.2421e-13	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Cloacitrema	michiganiensis	
EPB	402	238	4	metacercaria	238.4	Cloacitrema michiganiensis	trematode	life stage	Species		nonfeeding	commensal	infectious	nonfeeding					0.0000157		3	approximation	volumetric; species indistinguished from confamilial, PARO	5481665.50	9120561.54	7.00000088	0.0825	0.14319282	7.00000088	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Cloacitrema	michiganiensis	
BSQ	403	245	4	metacercaria	245.4	Himasthla rhigedana	trematode	life stage	Species		nonfeeding	commensal	infectious	nonfeeding					5.79082e-5		6	species	volumetric	5874311.67	13055416	4.00000002	0.3402102	0.75610453	4.00000002	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	rhigedana	
CSM	403	245	4	metacercaria	245.4	Himasthla rhigedana	trematode	life stage	Species		nonfeeding	commensal	infectious	nonfeeding					5.79074e-5		6	species	volumetric	1043979.03	935111.5	4.40431589	0.0604502	0.05414264	4.40441929	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	rhigedana	
EPB	403	245	4	metacercaria	245.4	Himasthla rhigedana	trematode	life stage	Species		nonfeeding	commensal	infectious	nonfeeding					5.79068e-5		6	species	volumetric	1864804.90	1736012.93	4.02595106	0.1079903	0.10054021	4.02592762	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	rhigedana	
BSQ	404	266	4	metacercaria	266.4	Parorchis acanthus	trematode	life stage	Species		nonfeeding	commensal	infectious	nonfeeding					0.0000157		3	approximation	volumetric; species indistinguished from confamilial, PARO				0.0038167			approximation, quantified ratio	applied relative abundance of bsq cercs compared to epb cercs	Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Parorchis	acanthus	
CSM	404	266	4	metacercaria	266.4	Parorchis acanthus	trematode	life stage	Species		nonfeeding	commensal	infectious	nonfeeding					0.0000157		3	approximation	volumetric; species indistinguished from confamilial, PARO	1984724.00	2.90803e-6	7	0.0325	4.5656e-14	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Parorchis	acanthus	
EPB	404	266	4	metacercaria	266.4	Parorchis acanthus	trematode	life stage	Species		nonfeeding	commensal	infectious	nonfeeding					0.0000157		3	approximation	volumetric; species indistinguished from confamilial, PARO	3385472.50	6691383.53	7.0000002	0.0575	0.10505472	7.0000002	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Parorchis	acanthus	
EPB	405	278	4	metacercaria	278.4	Tubulovesicula	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite																		Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae	Tubulovesicula		
BSQ	406	233	4	metacercaria	233.4	Acanthoparyphium spinulosum	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000372		3	species	volumetric	194684.03	291483.948	4.31778901	0.0072423	0.0108432	4.31778901	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Acanthoparyphium	spinulosum	
CSM	406	233	4	metacercaria	233.4	Acanthoparyphium spinulosum	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000372		3	species	volumetric	106286837	110613053	7.00033235	3.9538703	4.11480559	7.00033235	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Acanthoparyphium	spinulosum	
EPB	406	233	4	metacercaria	233.4	Acanthoparyphium spinulosum	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000372		3	species	volumetric	143871241	108677261	7.00670403	5.3520102	4.04279411	7.00670403	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Acanthoparyphium	spinulosum	
BSQ	407	234	4	metacercaria	234.4	microphallid-assiminea	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.00010115		1	species	volumetric	24.37	35.7304072	7.0047961	2.4648e-6	3.61406e-6	7.0047961	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae			matched these unk microphallid mcercs to unk microphallid parthenitae in Assiminea californica
CSM	407	234	4	metacercaria	234.4	microphallid-assiminea	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.00010115		1	species	volumetric	5874.61	10504.1762	4.09230898	0.0005942	0.00106248	4.09230898	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae			matched these unk microphallid mcercs to unk microphallid parthenitae in Assiminea californica
EPB	407	234	4	metacercaria	234.4	microphallid-assiminea	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.00010115		1	species	volumetric	71241.62	188801.482	4.00001987	0.007206	0.01909689	4.00001987	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae			matched these unk microphallid mcercs to unk microphallid parthenitae in Assiminea californica
BSQ	408	239	4	metacercaria	239.4	Euhaplorchis californiensis	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					1.37676e-6		25	species	volumetric	72146131.3	174441108	4.00000229	0.0993279	0.24016354	4.00000229	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Euhaplorchis	californiensis	
CSM	408	239	4	metacercaria	239.4	Euhaplorchis californiensis	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					1.37676e-6		25	species	volumetric	18104540.6	26970960.9	5.3942982	0.0249256	0.03713254	5.3942982	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Euhaplorchis	californiensis	
EPB	408	239	4	metacercaria	239.4	Euhaplorchis californiensis	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					1.37676e-6		25	species	volumetric	100166654	202323953	5.010624	0.1379054	0.27855153	5.010624	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Euhaplorchis	californiensis	
