Predator,Prey,Pred Taxon,Prey Taxon,Feeding Link?,Specificity,Reference,Notes
Semicossyphus pulcher,Cucumaria salma,Other Fish,Sea Cucumbers,1,Group,Limbaugh 1955,
Semicossyphus pulcher,Cucumaria spp.,Other Fish,Sea Cucumbers,1,Group,Limbaugh 1955,
Semicossyphus pulcher,Cypraea spadicea,Other Fish,Gastropods,1,Group,"Limbaugh 1955, Cowen 1986",
Semicossyphus pulcher,Diopatra ornata,Other Fish,Polychaetes,1,Group,Cowen 1986,
Semicossyphus pulcher,Dodecaceria fewkesi,Other Fish,Polychaetes,1,Group,Cowen 1986,
Semicossyphus pulcher,Encrusting Bryozoan spp.,Other Fish,Bryozoans,1,Group,"Limbaugh 1955, Cowen 1986",
Semicossyphus pulcher,Eupentacta quinquesemita,Other Fish,Sea Cucumbers,1,Group,Limbaugh 1955,
Semicossyphus pulcher,Kelletia kelletii,Other Fish,Gastropods,1,Group,"Limbaugh 1955, Cowen 1986",
Semicossyphus pulcher,Lissothuria nutriens,Other Fish,Sea Cucumbers,1,Group,Limbaugh 1955,
Semicossyphus pulcher,Lithopoma spp.,Other Fish,Gastropods,1,Species,Limbaugh 1955,
Semicossyphus pulcher,Loxorhynchus grandis,Other Fish,Crabs & Lobsters,1,Group,"Limbaugh 1955, Cowen 1986",
Semicossyphus pulcher,Lytechinus anamesus,Other Fish,Urchins,1,Group,Limbaugh 1955,
Semicossyphus pulcher,Megathura crenulata,Other Fish,Gastropods,1,Group,"Limbaugh 1955, Cowen 1986",
Semicossyphus pulcher,Mitra idae,Other Fish,Gastropods,1,Group,"Limbaugh 1955, Cowen 1986",
Semicossyphus pulcher,Mytilus californianus,Other Fish,Bivalves,1,Species,Limbaugh 1955,
Semicossyphus pulcher,Norrisia norrisi,Other Fish,Gastropods,1,Species,Limbaugh 1955,
Semicossyphus pulcher,Octopus spp.,Other Fish,Cephalopods,1,Species,Love 1996,
Semicossyphus pulcher,Pachythyone rubra,Other Fish,Sea Cucumbers,1,Group,Limbaugh 1955,
Semicossyphus pulcher,Panulirus interruptus,Other Fish,Crabs & Lobsters,1,Group,"Limbaugh 1955, Cowen 1986",
Semicossyphus pulcher,Parastichopus californicus,Other Fish,Sea Cucumbers,1,Species,Limbaugh 1955,
Semicossyphus pulcher,Parastichopus parvimensis,Other Fish,Sea Cucumbers,1,Species,Limbaugh 1955,
Semicossyphus pulcher,Phragmatopoma californica,Other Fish,Polychaetes,1,Group,Cowen 1986,
Semicossyphus pulcher,Pteropurpura trialata,Other Fish,Gastropods,1,Group,Limbaugh 1955,
Semicossyphus pulcher,Pugettia producta,Other Fish,Crabs & Lobsters,1,Species,Limbaugh 1955,
Semicossyphus pulcher,Sabellid Worm ,Other Fish,Polychaetes,1,Group,Cowen 1986,
Semicossyphus pulcher,Strongylocentrotus franciscanus,Other Fish,Urchins,1,Species,Limbaugh 1955,
Semicossyphus pulcher,Strongylocentrotus purpuratus,Other Fish,Urchins,1,Species,Limbaugh 1955,
Semicossyphus pulcher,Tegula spp.,Other Fish,Gastropods,1,Species,Limbaugh 1955,
Semicossyphus pulcher,Thalamoporella californica,Other Fish,Bryozoans,1,Group,"Limbaugh 1955, Cowen 1986",
Semicossyphus pulcher,Unidentified Arborescent Bryozoan spp.,Other Fish,Bryozoans,1,Group,"Limbaugh 1955, Cowen 1986",
Sphyraena argentea,Oxyjulis californica,Other Fish,Other Fish,1,Species,Quast 1968,
Squatina californica,Bothid spp.,Elasmobranch,Other Fish,1,Species,Love 1996,
Squatina californica,Chromis punctipinnis,Elasmobranch,Other Fish,1,Species,Love 1996,
Squatina californica,Paralichthys californicus,Elasmobranch,Other Fish,1,Species,Love 1996,
Squatina californica,Rhinogobiops nicholsii,Elasmobranch,Other Fish,1,Species,Love 1996,
Stereolepis gigas,Anisotremus davidsonii,Other Fish,Other Fish,1,Species,Domier 2001,
Stereolepis gigas,Bothid spp.,Other Fish,Other Fish,1,Species,Domier 2001,
Stereolepis gigas,Cancer spp.,Other Fish,Crabs & Lobsters,1,Group,Domier 2001,
Stereolepis gigas,Caulolatilus princeps,Other Fish,Other Fish,1,Species,Bellquist et al. 2008,
Stereolepis gigas,Cephaloscyllium ventriosum,Other Fish,Elasmobranch,1,Family,Domier 2001,
Stereolepis gigas,Loxorhynchus grandis,Other Fish,Crabs & Lobsters,1,Group,Domier 2001,
Stereolepis gigas,Myliobatis californica,Other Fish,Elasmobranch,1,Family,Domier 2001,
Stereolepis gigas,Octopus spp.,Other Fish,Cephalopods,1,Species,Domier 2001,
Stereolepis gigas,Panulirus interruptus,Other Fish,Crabs & Lobsters,1,Species,Johnson and Snook 1935,
Stereolepis gigas,Paralabrax clathratus,Other Fish,Other Fish,1,Species,Domier 2001,
Stereolepis gigas,Paralabrax nebulifer,Other Fish,Other Fish,1,Species,Domier 2001,
Stereolepis gigas,Platyrhinoidis triseriata,Other Fish,Elasmobranch,1,Family,Domier 2001,
Stereolepis gigas,Pugettia producta,Other Fish,Crabs & Lobsters,1,Group,Domier 2001,
Stereolepis gigas,Semicossyphus pulcher,Other Fish,Other Fish,1,Species,Domier 2001,
Stereolepis gigas,Triakis semifasciata,Other Fish,Elasmobranch,1,Family,Domier 2001,"""small shark"""
Strongylocentrotus franciscanus,Abietinaria spp.,Urchins,Hydroids,1,Group,Vadas 1977,
Strongylocentrotus franciscanus,Acrosorium uncinatum,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Aglaophenia spp.,Urchins,Hydroids,1,Group,Vadas 1977,
Strongylocentrotus franciscanus,Archidistoma spp.,Urchins,Tunicates,1,Group,,
Strongylocentrotus franciscanus,Blade Unidentified kelp juveniles ,Urchins,Algae,1,Species,,
Strongylocentrotus franciscanus,Blady red spp.,Urchins,Algae,1,Species,,
Strongylocentrotus franciscanus,Bossiella orbigiana,Urchins,Algae,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Botryocladia pseudodichotoma,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Botryoglossum farlowianum,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Branching Red Algae spp.,Urchins,Algae,1,Species,,
Strongylocentrotus franciscanus,Bugula californica,Urchins,Bryozoans,1,Group,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Bugula neritina,Urchins,Bryozoans,1,Group,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Calliarthron cheilosporioid,Urchins,Algae,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Callophyllis flabellulata,Urchins,Algae,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Chelyosoma productum,Urchins,Tunicates,1,Group,,
Strongylocentrotus franciscanus,Chondracanthus corymbiferus,Urchins,Algae,1,Species,Leighton 1966,
Strongylocentrotus franciscanus,Chondracanthus spinosa,Urchins,Algae,1,Genus,Leighton 1966,
Strongylocentrotus franciscanus,Cladophora graminea,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Clavelina spp.,Urchins,Tunicates,1,Group,,
Strongylocentrotus franciscanus,Codium fragile,Urchins,Algae,0,Species,Vadas 1977,
Strongylocentrotus franciscanus,Colpomenia spp.,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Corallina officinalis,Urchins,Algae,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Costazia spp.,Urchins,Bryozoans,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Crisia occidentalis,Urchins,Bryozoans,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Cryptopleura spp.,Urchins,Algae,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Cystoseira osmundacea,Urchins,Algae,1,Species,Leighton 1966,
Strongylocentrotus franciscanus,Desmarestia ligulata,Urchins,Desmerestia,1,Species,Duggins 1981,
Strongylocentrotus franciscanus,Dictyopteris undulata,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Dictyota spp.,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Didemnum spp.,Urchins,Tunicates,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Egregia menziesii,Urchins,Algae,1,Species,Leighton 1966,
Strongylocentrotus franciscanus,Eisenia arborea,Urchins,Algae,1,Species,Leighton 1966,
Strongylocentrotus franciscanus,Encrusting Bryozoan spp.,Urchins,Bryozoans,1,Group,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Encrusting coralline spp.,Urchins,Encrusting Coraline,0,Species,Breitburg 1984,
Strongylocentrotus franciscanus,Encrusting red algae spp.,Urchins,Algae,1,Species,,
Strongylocentrotus franciscanus,Encrusting sponge spp.,Urchins,Sponges,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Euherdmania claviformis,Urchins,Tunicates,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Filamentous brown spp.,Urchins,Algae,1,Species,,
Strongylocentrotus franciscanus,Filamentous green spp.,Urchins,Algae,1,Species,,
Strongylocentrotus franciscanus,Filamentous red spp.,Urchins,Algae,1,Species,,
Strongylocentrotus franciscanus,Gelidium robustum,Urchins,Algae,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Gracilaria spp.,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Celleporella pacifica,Urchins,Bryozoans,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Hippodplosia Insculpta,Urchins,Bryozoans,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Hymenamphiastra cyanocrypta,Urchins,Sponges,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Iridaea spp.,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Laminaria farlowii,Urchins,Algae,1,Species,Leighton 1966,
Strongylocentrotus franciscanus,Laurencia spectabilis,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Laurencia spp.,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Leucilla nuttingi,Urchins,Sponges,1,Group,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Lithothrix spp.,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Macrocystis pyrifera,Urchins,Algae,1,Species,"Leighton 1966, Rosenthal et al.1974",
Strongylocentrotus franciscanus,Neoagardhiella baileyi,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,"Neoptilota,Ptilota,Rhodoptilum spp.",Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Nienburgia andersoniana,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Obelia spp.,Urchins,Hydroids,1,Group,Vadas 1977,
Strongylocentrotus franciscanus,Phidolopora labiata,Urchins,Bryozoans,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Phycodrys setchellii,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Phyllospadix torreyi,Urchins,Seagrass,1,Species,J. Byrnes Pers. Obs,
Strongylocentrotus franciscanus,Plumularia spp.,Urchins,Hydroids,1,Group,Vadas 1977,
Strongylocentrotus franciscanus,Polyclinum planum,Urchins,Tunicates,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Polyneura latissima,Urchins,Algae,0,Species,Vadas 1977,
Strongylocentrotus franciscanus,Prionitis lanceolata,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Pterosiphonia dendroidea,Urchins,Algae,0,Species,Vadas 1977,
Strongylocentrotus franciscanus,Pterygophora californica,Urchins,Algae,1,Species,"Leighton 1966, Rosenthal et al.1974",
Strongylocentrotus franciscanus,Pycnoclavella stanleyi,Urchins,Tunicates,1,Group,,
Strongylocentrotus franciscanus,Red Algal Turf spp.,Urchins,Algae,1,Species,Vadas 1977,
Strongylocentrotus franciscanus,Rhodymenia californica,Urchins,Algae,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Rhodymenia pacifica,Urchins,Algae,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Sarcodiotheca furcata,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Sargassum muticum,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Scinaia confusa,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Scytosiphon lomentaria,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Spheciospongia confoederata,Urchins,Sponges,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Stenogramme interrupta,Urchins,Algae,0,Species,Vadas 1977,
Strongylocentrotus franciscanus,Stylela montereyensis,Urchins,Tunicates,1,Genus,Epelbaum et al.2009,
Strongylocentrotus franciscanus,Taonia spp.,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Tethya aurantia,Urchins,Sponges,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Thalamoporella californica,Urchins,Bryozoans,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Ulva spp.,Urchins,Algae,1,,,
Strongylocentrotus franciscanus,Unidentified Arborescent Bryozoan spp.,Urchins,Bryozoans,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Unidentified brown blade spp.,Urchins,Algae,1,Species,,
Strongylocentrotus franciscanus,Unidentified compound tunicate ,Urchins,Tunicates,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Unidentified erect coralline spp.,Urchins,Algae,0,Species,Watanabe and Harrold 1991,
Strongylocentrotus franciscanus,Unidentified hydroid spp.,Urchins,Hydroids,1,Group,Vadas 1977,
Strongylocentrotus franciscanus,Weeksia spp.,Urchins,Algae,1,Species,Watanabe and Harrold 1991,
Strongylocentrotus purpuratus,Acrosorium uncinatum,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Archidistoma spp.,Urchins,Tunicates,1,Group,Byrnes and Stachowicz 2009,
Strongylocentrotus purpuratus,Barentsia spp.,Urchins,Ectoproct,1,,,
Strongylocentrotus purpuratus,Blade Unidentified kelp juveniles ,Urchins,Algae,1,Group,Leighton 1966,
Strongylocentrotus purpuratus,Blady red spp.,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Bossiella orbigiana,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Botryocladia pseudodichotoma,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Botryoglossum farlowianum,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Branching Red Algae spp.,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Bugula californica,Urchins,Bryozoans,1,Group,Byrnes and Stachowicz 2009,
Strongylocentrotus purpuratus,Bugula neritina,Urchins,Bryozoans,1,Group,Byrnes and Stachowicz 2009,
Strongylocentrotus purpuratus,Calliarthron cheilosporioid,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Callophyllis flabellulata,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Chelyosoma productum,Urchins,Tunicates,1,Group,Byrnes and Stachowicz 2009,
Strongylocentrotus purpuratus,Chondracanthus corymbiferus,Urchins,Algae,1,Species,Leighton 1966,
Strongylocentrotus purpuratus,Chondracanthus spinosa,Urchins,Algae,1,Species,Leighton 1966,
Strongylocentrotus purpuratus,Cladophora graminea,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Clavelina spp.,Urchins,Tunicates,1,Group,Byrnes and Stachowicz 2009,
Strongylocentrotus purpuratus,Codium fragile,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Colpomenia spp.,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Corallina officinalis,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Costazia spp.,Urchins,Bryozoans,1,,,
Strongylocentrotus purpuratus,Crisia occidentalis,Urchins,Bryozoans,1,,,
Strongylocentrotus purpuratus,Cryptopleura spp.,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Cystoseira osmundacea,Urchins,Algae,1,Species,Leighton 1966,
Strongylocentrotus purpuratus,Desmarestia ligulata,Urchins,Algae,1,Species,Duggins 1981,
Strongylocentrotus purpuratus,Dictyopteris undulata,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Dictyota spp.,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Didemnum spp.,Urchins,Tunicates,1,Group,Byrnes and Stachowicz 2009,
Strongylocentrotus purpuratus,Egregia menziesii,Urchins,Algae,1,Species,Leighton 1966,
Strongylocentrotus purpuratus,Eisenia arborea,Urchins,Algae,1,Species,Leighton 1966,
Strongylocentrotus purpuratus,Encrusting Bryozoan spp.,Urchins,Bryozoans,1,,,
Strongylocentrotus purpuratus,Encrusting coralline spp.,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Encrusting red algae spp.,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Encrusting sponge spp.,Urchins,Sponges,1,,,
Strongylocentrotus purpuratus,Euherdmania claviformis,Urchins,Tunicates,1,Group,Byrnes and Stachowicz 2009,
Strongylocentrotus purpuratus,Filamentous brown spp.,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Filamentous green spp.,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Filamentous red spp.,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Gelidium robustum,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Gracilaria spp.,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Hymenamphiastra cyanocrypta,Urchins,Sponges,1,,,
Strongylocentrotus purpuratus,Iridaea spp.,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Laminaria farlowii,Urchins,Algae,1,Species,Leighton 1966,
Strongylocentrotus purpuratus,Laurencia spectabilis,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Laurencia spp.,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Leucilla nuttingi,Urchins,Sponges,1,Group,Byrnes and Stachowicz 2009,
Strongylocentrotus purpuratus,Lithothrix spp.,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Macrocystis pyrifera,Urchins,Algae,1,Species,Leighton 1966,
Strongylocentrotus purpuratus,Neoagardhiella baileyi,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,"Neoptilota,Ptilota,Rhodoptilum spp.",Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Nienburgia andersoniana,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Phidolopora labiata,Urchins,Bryozoans,1,,,
Strongylocentrotus purpuratus,Phycodrys setchellii,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Phyllospadix torreyi,Urchins,Seagrass,1,,,
Strongylocentrotus purpuratus,Polyclinum planum,Urchins,Tunicates,1,Group,Byrnes and Stachowicz 2009,
Strongylocentrotus purpuratus,Polyneura latissima,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Prionitis lanceolata,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Pterosiphonia dendroidea,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Pterygophora californica,Urchins,Algae,1,Species,Leighton 1966,
Strongylocentrotus purpuratus,Pycnoclavella stanleyi,Urchins,Tunicates,1,Group,Byrnes and Stachowicz 2009,
Strongylocentrotus purpuratus,Red Algal Turf spp.,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Rhodymenia californica,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Rhodymenia pacifica,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Sarcodiotheca furcata,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Sargassum muticum,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Scinaia confusa,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Scytosiphon lomentaria,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Spheciospongia confoederata,Urchins,Sponges,1,,,
Strongylocentrotus purpuratus,Stenogramme interrupta,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Stylela montereyensis,Urchins,Tunicates,1,Species,Epelbaum et al.2009,
Strongylocentrotus purpuratus,Taonia spp.,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Tethya aurantia,Urchins,Sponges,1,,,
Strongylocentrotus purpuratus,Thalamoporella californica,Urchins,Bryozoans,1,,,
Strongylocentrotus purpuratus,Ulva spp.,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Unidentified Arborescent Bryozoan spp.,Urchins,Bryozoans,1,,,
Strongylocentrotus purpuratus,Unidentified brown blade spp.,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Unidentified compound tunicate ,Urchins,Tunicates,1,,,
Strongylocentrotus purpuratus,Unidentified erect coralline spp.,Urchins,Algae,1,,,
Strongylocentrotus purpuratus,Weeksia spp.,Urchins,Algae,1,,,
Syngnathus spp.,Amphipod tube mat ,Other Fish,Amphipod,1,Species,Hart 1973,
Tegula spp.,Blade Unidentified kelp juveniles ,Gastropods,Algae,1,Species,Steinberg 1985,
Tegula spp.,Botryoglossum farlowianum,Gastropods,Algae,1,Species,Watanabe 1983,
Tegula spp.,Cystoseira osmundacea,Gastropods,Algae,1,Species,Watanabe 1983,
Tegula spp.,Egregia menziesii,Gastropods,Algae,1,Species,Steinberg 1985,
Tegula spp.,Eisenia arborea,Gastropods,Algae,1,Species,Steinberg 1985,
Tegula spp.,Laminaria farlowii,Gastropods,Algae,1,Species,Steinberg 1985,
Tegula spp.,Macrocystis pyrifera,Gastropods,Algae,1,Species,"Watanabe 1983, Steinberg 1985",
Tegula spp.,Rhodymenia californica,Gastropods,Algae,1,Genus,Watanabe 1983,
Tegula spp.,Rhodymenia pacifica,Gastropods,Algae,1,Genus,Watanabe 1983,
Tegula spp.,Unidentified brown blade spp.,Gastropods,Algae,1,Species,Steinberg 1985,
Triakis semifasciata,Bothid spp.,Elasmobranch,Other Fish,1,Family,Robbins 2006,
Triakis semifasciata,Cancer spp.,Elasmobranch,Crabs & Lobsters,1,Species,Ebert and Ebert 2005,
Triakis semifasciata,Citharichthys stigmaeus,Elasmobranch,Other Fish,1,Species,"Ackerman 1971, Ebert and Ebert 2005",
Triakis semifasciata,Cottid spp.,Elasmobranch,Other Fish,1,Family,Robbins 2006,
Triakis semifasciata,Cymatogaster aggregata,Elasmobranch,Other Fish,1,Species,"Ackerman 1971, Ebert and Ebert 2005",
Triakis semifasciata,Embiotoca jacksoni,Elasmobranch,Other Fish,1,Species,Ackerman 1971,
Triakis semifasciata,Embiotoca lateralis,Elasmobranch,Other Fish,1,Genus,"Ackerman 1971, Ebert and Ebert 2005",
Triakis semifasciata,Embiotoca spp.,Elasmobranch,Other Fish,1,Genus,"Ackerman 1971, Ebert and Ebert 2005",
Triakis semifasciata,Leiocottus hirundo,Elasmobranch,Other Fish,1,Family,Robbins 2006,
Triakis semifasciata,Lythrypnus dalli,Elasmobranch,Other Fish,1,Family,Robbins 2006,
Triakis semifasciata,Myliobatis californica,Elasmobranch,Elasmobranch,1,Species,Ebert and Ebert 2005,
Triakis semifasciata,Mytilus californianus,Elasmobranch,Bivalves,1,Species,Ackerman 1971,
Triakis semifasciata,Octopus spp.,Elasmobranch,Cephalopods,1,Species,Ebert and Ebert 2005,
Triakis semifasciata,Panulirus interruptus,Elasmobranch,Crabs & Lobsters,1,Species,Lindberg 1955,
Triakis semifasciata,Pugettia producta,Elasmobranch,Crabs & Lobsters,1,Species,Ackerman 1971,
Triakis semifasciata,Rhacochilus vacca,Elasmobranch,Other Fish,1,Family,Robbins 2006,
Triakis semifasciata,Rhinogobiops nicholsii,Elasmobranch,Other Fish,1,Family,Robbins 2006,
Triakis semifasciata,Sebastes atrovirens,Elasmobranch,Family,1,Family,Robbins 2006,
Triakis semifasciata,Sebastes auriculatus,Elasmobranch,Rockfish,1,Species,Ackerman 1971,
Triakis semifasciata,Sebastes carnatus,Elasmobranch,Family,1,Family,Robbins 2006,
Triakis semifasciata,Sebastes caurinus,Elasmobranch,Family,1,Family,Robbins 2006,
Triakis semifasciata,Sebastes chrysomelas,Elasmobranch,Family,1,Family,Robbins 2006,
Triakis semifasciata,Sebastes mystinus,Elasmobranch,Family,1,Family,Robbins 2006,
Triakis semifasciata,Sebastes paucispinis,Elasmobranch,Rockfish,1,Species,Ackerman 1971,
Triakis semifasciata,Sebastes serranoides,Elasmobranch,Family,1,Family,Robbins 2006,
Triakis semifasciata,Sebastes serriceps,Elasmobranch,Family,1,Family,Robbins 2006,
Triakis semifasciata,Sebastes spp.,Elasmobranch,Rockfish,1,Species,Ackerman 1971,
Triakis semifasciata,Syngnathus spp.,Elasmobranch,Other Fish,1,Species,Ebert and Ebert 2005,
Triakis semifasciata,Triakis semifasciata,Elasmobranch,Elasmobranch,1,Species,Ackerman 1971,
Urticina lofotensis,Strongylocentrotus purpuratus,Anemoneas,Urchins,1,Species,S. Anderson Pers. Obs,
Urticina piscivora,Patiria miniata,Anemoneas,Sea Stars,1,Species,J. Watanabe Pers. Obs,
Urticina piscivora,Dermasterias imbricata,Anemoneas,Sea Stars,1,Species,Harris 1991,
