"","Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Source","URL"
"14339","Nymphalidae","Acraea zetes","Passifloraceae","Passiflora","BHL","http://www.biodiversitylibrary.org/page/7072886"
"24382","Lycaenidae","Acrodipsas illidgei","no especificado","Formicidae","BHL","http://www.biodiversitylibrary.org/page/41134927"
"14584","Nymphalidae","Actinote alalia","Asteraceae","Eupatorium intermedium","BHL","http://www.biodiversitylibrary.org/page/41137901"
"14585","Nymphalidae","Actinote alalia","Asteraceae","Eupatorium intermedium","BHL","http://www.biodiversitylibrary.org/page/41137902"
"14586","Nymphalidae","Actinote alalia","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/41137898"
"14587","Nymphalidae","Actinote alalia","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/41137899"
"14588","Nymphalidae","Actinote alalia","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/41137901"
"14589","Nymphalidae","Actinote alalia","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/41137902"
"14590","Nymphalidae","Actinote alalia","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/13667851"
"14591","Nymphalidae","Actinote alalia","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/40677241"
"14592","Nymphalidae","Actinote alalia","Asteraceae","Mikania","BHL","http://www.biodiversitylibrary.org/page/41137901"
"14593","Nymphalidae","Actinote alalia","Asteraceae","Mikania","BHL","http://www.biodiversitylibrary.org/page/41137902"
"10155","Nymphalidae","Actinote bonita","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/41137899"
"10156","Nymphalidae","Actinote bonita","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/41137901"
"10157","Nymphalidae","Actinote bonita","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/41137902"
"10047","Nymphalidae","Actinote canutia","Asteraceae","Mikania","BHL","http://www.biodiversitylibrary.org/page/41006403"
"12254","Nymphalidae","Actinote conspicua","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/41137898"
"12255","Nymphalidae","Actinote conspicua","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/41137899"
"12256","Nymphalidae","Actinote conspicua","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/41137901"
"12257","Nymphalidae","Actinote conspicua","Asteraceae","Mikania","BHL","http://www.biodiversitylibrary.org/page/41137901"
"12293","Nymphalidae","Actinote dalmeidai","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/41137899"
"13341","Nymphalidae","Actinote genitrix","Asteraceae","Mikania","BHL","http://www.biodiversitylibrary.org/page/41006403"
"2776","Nymphalidae","Actinote guatemalena","Asteraceae","Mikania vitifolia","EOL","http://eol.org/data_objects/23023162"
"2777","Nymphalidae","Actinote guatemalena","Asteraceae","Mikania","EOL","http://eol.org/data_objects/23023162"
"11943","Nymphalidae","Actinote mamita","Verbenaceae","Lantana","BHL","http://www.biodiversitylibrary.org/page/13667851"
"11944","Nymphalidae","Actinote mamita","Verbenaceae","Lantana","BHL","http://www.biodiversitylibrary.org/page/40677241"
"11945","Nymphalidae","Actinote mamita","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/13667851"
"11946","Nymphalidae","Actinote mamita","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/40677241"
"11947","Nymphalidae","Actinote mamita","no especificado","Evalus","BHL","http://www.biodiversitylibrary.org/page/13667851"
"11948","Nymphalidae","Actinote mamita","no especificado","Evalus","BHL","http://www.biodiversitylibrary.org/page/40677241"
"12083","Nymphalidae","Actinote melanisans","Asteraceae","Mikania","BHL","http://www.biodiversitylibrary.org/page/41006403"
"12241","Nymphalidae","Actinote parapheles","Urticaceae","Boehmeria caudata","BHL","http://www.biodiversitylibrary.org/page/40677240"
"12242","Nymphalidae","Actinote parapheles","Urticaceae","Boehmeria","BHL","http://www.biodiversitylibrary.org/page/40677240"
"12243","Nymphalidae","Actinote parapheles","Asteraceae","Mikania","BHL","http://www.biodiversitylibrary.org/page/41006403"
"14551","Nymphalidae","Actinote pellenea","Asteraceae","Mikania","BHL","http://www.biodiversitylibrary.org/page/41006403"
"14220","Nymphalidae","Actinote surima","Amaranthaceae","Amaranthus hybridus","BHL","http://www.biodiversitylibrary.org/page/41137902"
"14221","Nymphalidae","Actinote surima","Asteraceae","Eupatorium buniifolium","BHL","http://www.biodiversitylibrary.org/page/41137902"
"14222","Nymphalidae","Actinote surima","Asteraceae","Eupatorium intermedium","BHL","http://www.biodiversitylibrary.org/page/41137901"
"14223","Nymphalidae","Actinote surima","Asteraceae","Eupatorium intermedium","BHL","http://www.biodiversitylibrary.org/page/41137902"
"14224","Nymphalidae","Actinote surima","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/41137901"
"14225","Nymphalidae","Actinote surima","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/41137902"
"14226","Nymphalidae","Actinote surima","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/13667851"
"14227","Nymphalidae","Actinote surima","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/40677241"
"14228","Nymphalidae","Actinote surima","Asteraceae","Senecio","BHL","http://www.biodiversitylibrary.org/page/41137902"
"14229","Nymphalidae","Actinote surima","Amaranthaceae","Amaranthus","BHL","http://www.biodiversitylibrary.org/page/41137902"
"14230","Nymphalidae","Actinote surima","Asteraceae","Mikania","BHL","http://www.biodiversitylibrary.org/page/41137901"
"14231","Nymphalidae","Actinote surima","Asteraceae","Mikania","BHL","http://www.biodiversitylibrary.org/page/41137902"
"11888","Nymphalidae","Actinote thalia","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/13667836"
"11889","Nymphalidae","Actinote thalia","Asteraceae","Eupatorium","BHL","http://www.biodiversitylibrary.org/page/40677226"
"11890","Nymphalidae","Actinote thalia","Asteraceae","Mikania","BHL","http://www.biodiversitylibrary.org/page/13667836"
"11891","Nymphalidae","Actinote thalia","Asteraceae","Mikania","BHL","http://www.biodiversitylibrary.org/page/40677226"
"10078","Nymphalidae","Actinote zikani","Asteraceae","Mikania obsoleta","BHL","http://www.biodiversitylibrary.org/page/41006397"
"10079","Nymphalidae","Actinote zikani","Asteraceae","Mikania obsoleta","BHL","http://www.biodiversitylibrary.org/page/41006400"
"10080","Nymphalidae","Actinote zikani","Asteraceae","Mikania","BHL","http://www.biodiversitylibrary.org/page/41006397"
"10081","Nymphalidae","Actinote zikani","Asteraceae","Mikania","BHL","http://www.biodiversitylibrary.org/page/41006400"
"10082","Nymphalidae","Actinote zikani","Asteraceae","Mikania","BHL","http://www.biodiversitylibrary.org/page/41006403"
"7980","Lycaenidae","Actizera lucida","Fabaceae","Argyrolobium","EOL","http://eol.org/data_objects/21060981"
"7981","Lycaenidae","Actizera lucida","Oxalidaceae","Oxalis","EOL","http://eol.org/data_objects/21060981"
"7982","Lycaenidae","Actizera lucida","Fabaceae","Rhynchosia","EOL","http://eol.org/data_objects/21060981"
"24501","Lycaenidae","Actizera lucida","Oxalidaceae","Oxalis","BHL","http://www.biodiversitylibrary.org/page/39203226"
"7983","Lycaenidae","Actizera stellata","Fabaceae","Trifolium africanum","EOL","http://eol.org/data_objects/21060982"
"7984","Lycaenidae","Actizera stellata","Fabaceae","Trifolium","EOL","http://eol.org/data_objects/21060982"
"3450","Nymphalidae","Adelpha bredowii","Fagaceae","Quercus agrifolia","EOL","http://eol.org/data_objects/21643170"
"3451","Nymphalidae","Adelpha bredowii","Fagaceae","Quercus chrysolepis","EOL","http://eol.org/data_objects/21643170"
"3452","Nymphalidae","Adelpha bredowii","Fagaceae","Quercus","EOL","http://eol.org/data_objects/19885343"
"3453","Nymphalidae","Adelpha bredowii","Fagaceae","Quercus","EOL","http://eol.org/data_objects/21643170"
"9484","Nymphalidae","Adelpha bredowii","Fagaceae","Quercus","BHL","http://www.biodiversitylibrary.org/page/41064657"
"3472","Nymphalidae","Adelpha cocala","Rubiaceae","Warszewiczia coccinea","EOL","http://eol.org/data_objects/22489858"
"3473","Nymphalidae","Adelpha cocala","Rubiaceae","Pentagonia","EOL","http://eol.org/data_objects/22489858"
"3474","Nymphalidae","Adelpha cocala","Rubiaceae","Warszewiczia","EOL","http://eol.org/data_objects/22489858"
"3462","Nymphalidae","Adelpha cytherea","Rubiaceae","Sabicea villosa","EOL","http://eol.org/data_objects/22489356"
"3463","Nymphalidae","Adelpha cytherea","Rubiaceae","Sabicea","EOL","http://eol.org/data_objects/22489356"
"3464","Nymphalidae","Adelpha erotia","Urticaceae","Cecropia","EOL","http://eol.org/data_objects/22489307"
"12023","Nymphalidae","Adelpha erotia","Urticaceae","Cecropia","BHL","http://www.biodiversitylibrary.org/page/41024537"
"3457","Nymphalidae","Adelpha fessonia","Ulmaceae","Celtis lindheimeri","EOL","http://eol.org/data_objects/21060318"
"3458","Nymphalidae","Adelpha fessonia","Ulmaceae","Celtis","EOL","http://eol.org/data_objects/21060318"
"3470","Nymphalidae","Adelpha heraclea","Verbenaceae","Vitex cooperi","EOL","http://eol.org/data_objects/22489838"
"3471","Nymphalidae","Adelpha heraclea","Verbenaceae","Vitex","EOL","http://eol.org/data_objects/22489838"
"3465","Nymphalidae","Adelpha lycorias","Ulmaceae","Trema micrantha","EOL","http://eol.org/data_objects/21646030"
"3466","Nymphalidae","Adelpha lycorias","Urticaceae","Cecropia","EOL","http://eol.org/data_objects/21646030"
"3467","Nymphalidae","Adelpha lycorias","Urticaceae","Myriocarpa","EOL","http://eol.org/data_objects/21646030"
"3468","Nymphalidae","Adelpha lycorias","Ulmaceae","Trema","EOL","http://eol.org/data_objects/21646030"
"3469","Nymphalidae","Adelpha lycorias","Urticaceae","Urera","EOL","http://eol.org/data_objects/21646030"
"12977","Nymphalidae","Adelpha melona","Rubiaceae","Malanea","BHL","http://www.biodiversitylibrary.org/page/15869741"
"13603","Nymphalidae","Adelpha mesentina","Urticaceae","Cecropia","BHL","http://www.biodiversitylibrary.org/page/41024537"
"13604","Nymphalidae","Adelpha mesentina","Urticaceae","Cecropia","BHL","http://www.biodiversitylibrary.org/page/41024542"
"13605","Nymphalidae","Adelpha mesentina","Urticaceae","Pourouma","BHL","http://www.biodiversitylibrary.org/page/41024542"
"13201","Nymphalidae","Adelpha mythra","Asteraceae","Mutisia coccinea","BHL","http://www.biodiversitylibrary.org/page/41154476"
"13202","Nymphalidae","Adelpha mythra","Asteraceae","Mutisia coccinea","BHL","http://www.biodiversitylibrary.org/page/41154477"
"13203","Nymphalidae","Adelpha mythra","Rubiaceae","Bathysa","BHL","http://www.biodiversitylibrary.org/page/41154476"
"13204","Nymphalidae","Adelpha mythra","Rubiaceae","Bathysa","BHL","http://www.biodiversitylibrary.org/page/41154477"
"13205","Nymphalidae","Adelpha mythra","Rosaceae","Rubus","BHL","http://www.biodiversitylibrary.org/page/41154476"
"13206","Nymphalidae","Adelpha mythra","Rosaceae","Rubus","BHL","http://www.biodiversitylibrary.org/page/41154477"
"13207","Nymphalidae","Adelpha mythra","Asteraceae","Mutisia","BHL","http://www.biodiversitylibrary.org/page/41154476"
"13208","Nymphalidae","Adelpha mythra","Asteraceae","Mutisia","BHL","http://www.biodiversitylibrary.org/page/41154477"
"13854","Nymphalidae","Adelpha phylaca","Urticaceae","Cecropia","BHL","http://www.biodiversitylibrary.org/page/41024542"
"13855","Nymphalidae","Adelpha phylaca","Malvaceae","Luehea","BHL","http://www.biodiversitylibrary.org/page/41024542"
"13856","Nymphalidae","Adelpha phylaca","Urticaceae","Coussapoa","BHL","http://www.biodiversitylibrary.org/page/41024542"
"13857","Nymphalidae","Adelpha phylaca","Urticaceae","Pourouma","BHL","http://www.biodiversitylibrary.org/page/41024542"
"3454","Nymphalidae","Adelpha serpa","Melastomataceae","Conostegia subcrustulata","EOL","http://eol.org/data_objects/22489805"
"3455","Nymphalidae","Adelpha serpa","Melastomataceae","Miconia","EOL","http://eol.org/data_objects/22489805"
"3456","Nymphalidae","Adelpha serpa","Melastomataceae","Conostegia","EOL","http://eol.org/data_objects/22489805"
"3459","Nymphalidae","Adelpha syma","Rosaceae","Rubus brasiliensis","EOL","http://eol.org/data_objects/12641256"
"3460","Nymphalidae","Adelpha syma","Rosaceae","Rubus rosifolius","EOL","http://eol.org/data_objects/12641256"
"3461","Nymphalidae","Adelpha syma","Rosaceae","Rubus","EOL","http://eol.org/data_objects/12641256"
"14405","Nymphalidae","Adelpha syma","Rosaceae","Rubus rosifolius","BHL","http://www.biodiversitylibrary.org/page/41154477"
"14406","Nymphalidae","Adelpha syma","Rosaceae","Rubus","BHL","http://www.biodiversitylibrary.org/page/41154476"
"14407","Nymphalidae","Adelpha syma","Rosaceae","Rubus","BHL","http://www.biodiversitylibrary.org/page/41154477"
"14408","Nymphalidae","Adelpha syma","Rosaceae","Rubus","BHL","http://www.biodiversitylibrary.org/page/9960118"
"6174","Hesperiidae","Aegiale hesperiaris","Agavaceae","Agave tequilana","EOL","http://eol.org/data_objects/23084028"
"6175","Hesperiidae","Aegiale hesperiaris","Agavaceae","Agave americana","EOL","http://eol.org/data_objects/23084028"
"6176","Hesperiidae","Aegiale hesperiaris","Agavaceae","Agave","EOL","http://eol.org/data_objects/23084028"
"17311","Hesperiidae","Aegiale hesperiaris","Agavaceae","Agave americana","BHL","http://www.biodiversitylibrary.org/page/31886233"
"17312","Hesperiidae","Aegiale hesperiaris","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/31886233"
"17313","Hesperiidae","Aegiale hesperiaris","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/13668475"
"1171","Nymphalidae","Aeria eurimedia","Apocynaceae","Prestonia","EOL","http://eol.org/data_objects/17600140"
"2078","Nymphalidae","Aeropetes tulbaghia","Poaceae","Ehrharta erecta","EOL","http://eol.org/data_objects/19668206"
"2079","Nymphalidae","Aeropetes tulbaghia","Poaceae","Hyparrhenia hirta","EOL","http://eol.org/data_objects/19668206"
"2080","Nymphalidae","Aeropetes tulbaghia","Poaceae","Ehrharta","EOL","http://eol.org/data_objects/19668206"
"2081","Nymphalidae","Aeropetes tulbaghia","Poaceae","Hyparrhenia","EOL","http://eol.org/data_objects/19668206"
"16455","Hesperiidae","Agathymus alliae","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41057277"
"16456","Hesperiidae","Agathymus alliae","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41074714"
"15660","Hesperiidae","Agathymus aryxna","Agavaceae","Agave palmeri","BHL","http://www.biodiversitylibrary.org/page/41074714"
"15661","Hesperiidae","Agathymus aryxna","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41057262"
"15662","Hesperiidae","Agathymus aryxna","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41074714"
"15663","Hesperiidae","Agathymus aryxna","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41138174"
"15685","Hesperiidae","Agathymus baueri","Agavaceae","Agave deserti","BHL","http://www.biodiversitylibrary.org/page/2734343"
"15686","Hesperiidae","Agathymus baueri","Agavaceae","Agave deserti","BHL","http://www.biodiversitylibrary.org/page/41057264"
"15687","Hesperiidae","Agathymus baueri","Agavaceae","Agave parryi","BHL","http://www.biodiversitylibrary.org/page/41057264"
"15688","Hesperiidae","Agathymus baueri","Agavaceae","Agave parryi","BHL","http://www.biodiversitylibrary.org/page/41074714"
"15689","Hesperiidae","Agathymus baueri","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/2734343"
"15690","Hesperiidae","Agathymus baueri","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41057263"
"15691","Hesperiidae","Agathymus baueri","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41057264"
"15692","Hesperiidae","Agathymus baueri","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41074714"
"15693","Hesperiidae","Agathymus baueri","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41133930"
"16036","Hesperiidae","Agathymus belli","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41057266"
"15210","Hesperiidae","Agathymus carlsbadensis","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41057259"
"15211","Hesperiidae","Agathymus carlsbadensis","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41138174"
"15212","Hesperiidae","Agathymus carlsbadensis","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41138176"
"15213","Hesperiidae","Agathymus carlsbadensis","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41138061"
"14929","Hesperiidae","Agathymus comstocki","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41057276"
"14930","Hesperiidae","Agathymus comstocki","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/4329364"
"17055","Hesperiidae","Agathymus dawsoni","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41057276"
"17056","Hesperiidae","Agathymus dawsoni","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41074930"
"17057","Hesperiidae","Agathymus dawsoni","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/4329364"
"17058","Hesperiidae","Agathymus dawsoni","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/4329159"
"17059","Hesperiidae","Agathymus dawsoni","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/4329161"
"15709","Hesperiidae","Agathymus diabloensis","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41057260"
"15656","Hesperiidae","Agathymus estelleae","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41057273"
"15657","Hesperiidae","Agathymus estelleae","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41074852"
"15658","Hesperiidae","Agathymus estelleae","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41133925"
"15659","Hesperiidae","Agathymus estelleae","Agavaceae","Agave","BHL","http://www.biodiversitylibrary.org/page/41133928"
